,  2026-01-26  ,"Singleton, Tony",27886,nancymedina@example.net,857-857-5930x0937,"031 Teresa Meadows Suite 806
South Christopher, DC 19245", RunningShoes(Pro),09,89.99 ,\t40.5,USD 48.59,7.5,"809,91",,Unpaid,unfulfilled,U S A,Standard,  wholesale|first-time ,,,
 1187 ,2026-01-07,Andrea Drake,N/A,taylorrobert@example.net,+1-857-265-3356x54480,"62754 Reed Spring Apt. 684, East Alicia, OR 53304",Bottle Steel,6,(35.00)  ,  $0.00,,4.99,210.00,\t  , Chargeback, cancelled ,US-CA,Standard, gift  ,"Fragile, handle with care",,
01188,01/01/2026,"Smith, Daniel",CUST-650,jennifervillanueva@example.com,726-853-7010,"08629 Michael Mission, North Phyllistown, DC 41025",dumbbell set 20kg,8,USD 45.00,"0,00",20%,USD 4.99,\t8,, Partially Refunded ,\tpartial ,"United States, CA", International,"gift,first-time",Call before delivery,,01/01/2026
1189,2026/01/03 00:00:00,Teresa May,81975,usmith@example.org,+1-257-350-5314x596,"9462 Douglas Viaduct
West Christopherland MT 34553", Yoga Mat  ,4-5,"\t29,99  ",6.00,9.60,9.99,119.96,,Chargeback,FULFILLED,US,Pickup,"\twholesale,first-time,vip  ","Fragile, handle with care",1189,
 1190 ,05/12/2025,\tKristin Hodge , 51328  ,hardymichelle@example.net,001-352-222-6195x0009,"30976 Gina Drive, Lake Samuel, NJ 39618",Whey Protein,1.0,35.0,$3.50,"2,10",$0.00,35.0,,PAID,unfulfilled,U S A,Local Delivery ,backorder,"  Fragile, handle with care  ",,
  1191 , 2025-11-28  ,Jessica Sanchez,CUST-710,acostacatherine@example.net,481-764-3497x851,"3039 Michael Groves Suite 142
Garciabury, TN 88075",Whey Protein,2.0,35.0,10.5,5.60,$0.00,USD 70.00,\tUSD,Partially Refunded,cancelled,"  California, US ",Express,,"Fragile, handle with care",,
01192,2025/12/26 00:00:00," Simon, Cody ",CUST-416, , 001-368-964-2939x46862  ,"9070 Sean Brooks
Trevinoside, DE 88288",Dumbb3ll Set 20kg,1 pcs,45.00,  4.5,3.6,USD 0.00,45.0,  usd ,PAID,FULFILLED,"United States, CA",Pickup,vip,!!!,01192,2025/12/26 00:00:00
 01193  ,01-04-2026 00:00,Derrick Lee,CUST-836,oarmstrong@example.net,001-286-488-8395x415,"993 Benjamin Village
Mooreville, VA 24249",Dumbb3ll Set 20kg,8-9, 45.00,0.0,21.6,$4.99,$360.00,US$, paid ,fulfilled,US-CA, International ,wholesale,,,
#1194,2026-01-11,\tBill Young,59693,awilliams at example.com,5797071996," 3028 Tina Motorway, Hernandezton, MO 97158 ",Running Shoes (Pro),03,\t89.99 ,40.50,21.60 ,4.99,"269,97 ",EUR,Partially Refunded,fulfilled,US,Standard,vip,!!!  ,,
ORD1195,2025/12/23 00:00:00,Timothy Martin,  null,rjames@example.net,758-476-0190x3578,"USNV Fuentes
FPO AP 55349",Yoga Mat,8.0,29.99,"12,00","14,40",FREE,239.92,US$,Unpaid, unfulfilled,  United States of America  ,Pickup,,,ORD1195,
ORD1196,2025-12-28,  Dana Burns  ,72090,chenlindsey@example.net,+1-732-640-7392x0425,"PSC 2378 Box 4235
APO AP 13353",\tYogaMat  ,01,  29.99 ,0.00,USD 2.10,  $7.50 ,$29.99,\t ,Paid,partial,US,Pickup,,"Fragile, handle with care  ",,2025-12-28
01197,01-04-2026 00:00,"DVM, Victoria Diaz",87828,andersonsteve@example.com,  (886)257-9102  ,"982 Wells Lodge Apt. 395
West Brittany, NM 07995",StainlessWaterBottle,07,,16.27,,7.5,$108.50,EUR, paid  ,partial,U S A,Local Delivery,vip;wholesale,!!!,,
#1198,2026.01.10,Christopher Stone,NULL,user at mail.com,(874)710-7786,"7029 Holloway Haven Suite 802
East Jasonview, MH 26445",Stainless Water Bottle,6.0 ,"15,50",,6.51,$0.00,93.0,usd,\tPartially Refunded,unfulfilled,United States of America,Local Delivery,  ,Leave at door,#1198,
1199-01,02/01/2021,Vernon Lopez,57310,rmontoya@example.org,414.582.3158x70014,"7055 Vargas Rapid
Smithview, PR 64897",Yoga Mat,8-9,"29,99",23.99,20%,"9,99  ",USD 239.92,   ,Unpaid,partial,"California, US",Standard,  gift;vip;wholesale ,Call before delivery,,
1200,N/A,Reginald Bowen,CUST-209,donald22@example.org,541-679-4721x75033,,Yoga Mat,05,29.99,$14.99,\t9.0,4.99,"149,95",US$,Partially Refunded,partial,usa,Local Delivery," backorder , gift  ","Fragile, handle with care",,N/A
01201,02/01/2026,"Lara, Jennifer",19072,,472.454.6340  ,"16532 Linda Underpass Apt. 640, Karentown, IL 22551",Whey Protein,5-6 ,\t35.0  ,\t8.75 ,10.5,FREE,175.00  , EUR,PAID,partial,\tusa  ,Standard,, Call before delivery ,01201,
  01202 ,12/12/2025,Kevin Tate,null,meghan07@example.net,001-323-831-1987x8753,"8353 Wright Ports
Port Dustinton, CA 14131",Whey Protein,01 ,,5.25 ,"2,80","4,99",35.0,,Partially Refunded,FULFILLED,USA,  Express  ,vip,"Fragile, handle with care",,
#1203,12/01/2026,Jeanette Marshall,64763,  bstephens@example.org ,977.620.5061x21003,"973 Tanya Landing, West Tiffany, MT 99452",Yoga Mat,1-2,"29,99",$1.50,2.40,\t0 ,\t29.99,EUR,paid,FULFILLED,U S A,Standard,first-time/gift/vip,!!!,,
ORD1204,  today ,Jason Coleman,CUST-609,melissa86@example.com,   ,"2325 Alyssa Hollow
Port Antonio, NJ 31130",Dumbbell Set 20kg,3,"45,00","6,75",  USD 8.10 ,  FREE,135.0 ,USD,Paid,  FULFILLED,"California, US", Local Delivery,,"Fragile, handle with care",ORD1204,  today 
01205,12-26-2025 00:00,Rachel Brown,31929,kellyjoseph@example.org,na,"7750 Briana Estates Apt. 546, New Pedrofurt, TN 54267",Stainless Water Bottle,1.0,$15.50,0.78,\t15%  ,FREE,15.5,,Chargeback, cancelled  ,  United States  ,Local Delivery,backorder,  Call before delivery  ,,
ORD1206,27/12/2025 ,,20482,xwilliams@example.net,  375-680-5077 , ,Yoga Mat,4,29.99,$0.00,"8,40",$0.00,USD 119.96,EUR,Chargeback,unfulfilled,USA,Standard,first-time,"Fragile, handle with care",,
1207-01,2025/12/08 00:00:00,Shelly Kelly,  CUST-180  ,  pattondeborah@example.net  ,\t429.760.5328x1380,"  USNV Camacho, FPO AE 57678 ",YogaMat,8,29.99,23.99,20%,9.99,239.92,US$,Chargeback, FULFILLED,US-CA ,Express,gift/vip/backorder,,1207-01,
 1208 ,2025-12-14,Jennifer Fox,81843,UJACOBSON@EXAMPLE.ORG,958-818-9427,29720 Hernandez Groves New Logan MA 54522,Running Shoes (Pro),2,,\t0.00,USD 12.60,\t9.99,179.98,,Chargeback,  partial,United States,International,backorder|gift,Call before delivery,,2025-12-14
ORD1209,unknown,Kristine Brown,CUST-505,ojames@example.org,+1-422-399-9236x11234,"34652 Lee Tunnel Suite 222
South Isaacburgh, MD 85495",Dumbbell Set 20Kg,  6,45.0,(0.00),10%,$4.99,"270,00",usd,Unpaid,FULFILLED,USA,Local Delivery,, !!!,,
01210,14/01/2026,Robert Mcintyre,CUST-215, unknown@  ,+16598905364,"21743 Davis Roads, Martinezfurt, NV 66706",Dumbbell Set 20kg,7,,  $31.50  ,18.9,9.99, 7,\tEUR ,Unpaid  ,FULFILLED,US,Local Delivery,"wholesale,first-time,vip",,01210,
1211,01-23-2026 00:00,\tPaula Martin ,35067,-,(411)492-2088,"20573 Boyd Harbors
West Johnfurt, MN 87626",Whey Protein,2 pcs,35.0,7.0,"4,90",4.99,USD 70.00,US$,PAID,cancelled,United States of America,Express,first-time ,Leave at door,,
01212,27/12/2025,Brian Butler,CUST-851,michael52@example.com,552-681-8248,N/A  ,\tYoga Mat ,9-10,$29.99,0.0, $16.19 ,$7.50,269.90999999999997,,Chargeback,cancelled,"California, US",Standard,,!!!,,27/12/2025
#1213,24/12/2025,Tina Evans,57988,robertdaniels@example.org,001-341-255-4183,"169 Stewart Ridges
Serranoshire, NY 73935",Running Shoes (Pro),4 pcs,89.99,15%,,9.99,359.96,USD,PAID ,cancelled,United States of America,Standard,"backorder,vip",Call before delivery,#1213,
#1214,2026-01-10,James Williams,CUST-282,mooreadam@example.org,358261 5960,-,Yoga Mat,3-4,29.99 ,\tUSD 13.50 ,$6.30,FREE,"89,97",\tusd  ,PAID,FULFILLED, US ,Standard, gift/backorder ,"Fragile, handle with care",,
#1215,01-11-2026 00:00,Daniel Price,  89495,mikayla64@example.com,  421.204.3198x012,"039 Browning Road
Port Paula, NV 72471",U S A,2 ,"45,00",  USD 9.00,$6.30,FREE,90.0,EUR,Chargeback,fulfilled,dumbbell set 20kg,\tExpress  ,  ,Leave at door,,
  1216 ,,Michelle Fleming,CUST-616,,822-368-6193x49686,"88130 Howell Wall
South Devin, MD 62063",Yoga Mat,7-8,29.99,USD 20.99,,(9.99) ,USD 209.93,,Paid, FULFILLED  ,usa,Standard,  backorder;first-time,   ,  1216 ,
 1217 ,18/12/2025,Michael Lawson,92060, martinezrussell@example.org,783907 5200  ,na,Stainless Water Bottle,5 pcs,15.50,11.62,"6,20",$0.00,(77.50), usd,Partially Refunded,cancelled,US-CA,\tInternational ,,,,
1218,01-26-2026 00:00,Jacob Castaneda,\tCUST-340  ,kimberlymartin@example.com,na,"59573 Wells Divide
Smithmouth MT 45873",Yoga Mat,  07  ,USD 29.99,"20,99",16.79,USD 4.99,$209.93,USD,Paid,unfulfilled,\tU.S.A. ,Express  ,backorder/vip,,,
ORD1219,01-11-2026 00:00 ," Diaz, Shannon ",65888,qgomez at example.com, -  ,"4812 Michael Run Apt. 852
Lake Anthony, AL 08049",\tWhey Protein ,9,35.0,  (47.25),$18.90,0,  315.0 ,\t,Paid,fulfilled,"California, US",Express,  gift;backorder;vip ,,ORD1219,
Order ID,\tOrder Date  ,Customer Name,Customer ID,Email,Phone, Address,Product,\tQuantity, Unit Price,Discount,Tax,Shipping Cost,Total Price,Currency,Payment Status,Fulfillment Status,  Shipping Country,Shipping Method,Order Tags,Notes,,\tOrder Date  
 1221  ,2026-01-16,Justin Curtis,73422,jennifer77@example.org,+1-606-704-2653,"PSC 8774, Box 0158
APO AE 97910",Stainless Water Bottle,\t1.0,15.5,0.00,10%,USD 0.00 ,USD 15.50,,\tPaid ,\tpartial  ,USA,Standard,backorder ; wholesale ; gift,Call before delivery,,
ORD-1222  ,,Brittany Carter,\t74926,dbridges@example.org,875-339-4466,"47309 Jill Junction
West Alexander, GU 95038",Running Shoes (Pro),06,89.99,53.99,37.8, USD 9.99  ,539.9399999999999,USD,Paid,fulfilled,USA,Express,vip ,Leave at door,ORD-1222  ,
1223,30/11/2025,"Mills, David",62547,JASONATKINS@EXAMPLE.COM,,"474 Alison Vista Apt. 657
Lake Nathan, VI 14655",Running Shoes (Pro),5 pcs,$89.99,"0,00  ",USD 27.00,9.99,449.95,,  PAID  ,fulfilled,U.S.A.,\tPickup ,"gift,first-time,backorder","Fragile, handle with care",,
1224-01,2025-12-21,Cynthia Johnson,-,murphyashley@example.org,570.237.5590x249,"314 Tina Parkway
Ruizville, FL 77534",Running Shoes (Pro),3-4,89.99,40.5,16.20  ,9.99,$269.97,USD,Partially Refunded,FULFILLED," California, US",Pickup,"first-time,wholesale",Leave at door,,2025-12-21
   1225   ,N/A,Russell Lloyd,CUST-321,rmack@example.org,4533984412,"1471 William Locks Suite 068
Stevestad, WI 22632",DUMBBELL SET 20KG,  10.0,$45.00,$67.50,,\tUSD 4.99 , USD 450.00,EUR,Chargeback, fulfilled ,"United States, CA",\tStandard ,,Call before delivery,   1225   ,
1226-01,2025.12.17,"Matthews, Jesse",CUST-286,null,+1-832-489-4437x3184,"352 Powell Fords
Kimberlyfort, PR 82886", Stainless Water Bottle  ,7-8,(15.50),0.0,6.51,"0,00",108.5,EUR,Refunded,cancelled,"United States, CA",International,gift;vip,,,
ORD1227,, Lisa Moreno  ,\t-  , bruce43 at example.org ,409.681.0086x725,"511 Kenneth Heights, South Traci, NC 28603",Wh3y Protein,4,"35,00 ",14.0,  USD 9.80,\tFREE ,  140.0,USD,Partially Refunded,unfulfilled,USA,Local Delivery,backorder|first-time|gift,Leave at door,,
ORD1228,,Leah Young,34974,thomaskathleen@example.com,910.258.7704x085,"720 Zimmerman Fords Suite 599
Brownshire, OK 82762",Dumbbell Set 20kg,5 pcs,"45,00",33.75,13.50,USD 7.50,\tUSD 225.00,,  Unpaid  ,partial,USA,Standard,vip/wholesale,Leave at door,ORD1228,
ORD1229, 12-11-2025 00:00,Jerry Fernandez,19756,N/A ,228725 9561x2755 ,"693 Hernandez Dale, West Veronica, MH 78399",Stainless Water Bottle,6.0,USD 15.50,9.30, 5.58  ,7.50,93.0,EUR,Partially Refunded,partial,U.S.A.,Express,first-time/wholesale/backorder,Leave at door,,
 1230 , 2025/12/20 00:00:00  ,\tCourtney Owens,84698,iwiley@example.org,763 527 7654x9776,"2484 Bird Orchard
Lopezport, UT 29792",\tYogaMat,5 pcs,(29.99),22.49,15%,7.50  ,149.95,USD,Refunded,FULFILLED,United States of America,Pickup,backorder  ,,,
 1231 ,2025-12-31,\tRobert Chavez  ,CUST-195,danielle68@example.net,882.576.4420,"704 Wilson Camp
Bryanview, MO 21481",YogaMat,4 pcs,29.99, $6.00 ,8.4,FREE,4 pcs,USD,PAID,cancelled,\tUS-CA,Local Delivery,vip,"\tFragile, handle with care", 1231 ,
01232,2026/01/03 00:00:00 ,Wayne Jones,CUST-846,unknown@,NULL,"848 Steven Shoal
West James, AS 35837  ",Whey Protein,1,35.0,$3.50,2.45,FREE,35.0,usd,Unpaid,unfulfilled,U.S.A.,Standard, first-time,"Fragile, handle with care",,2026/01/03 00:00:00 
01233,2025-12-01,Andre Jones,CUST-120,ibrown@example.org,001-715-833-6118,,running shoes (pro),10.0,89.99,$0.00,71.99,$4.99,899.9,usd,paid,cancelled,US,Standard,,!!!,,
ORD-1234,2025-12-06,Mike Scott,CUST-886,,864.367.4242x688,-,YogaMat,2,29.99,\t$6.00,$4.80,,59.98,EUR,paid,cancelled,United States of America,Standard,vip,!!!,ORD-1234,
 1235 ,2025-12-06,Bailey Esparza,64822,james16@example.net,942-663-2350x175,NULL,dumbbell set 20kg,10 pcs,"45,00",45.0,27.0,  FREE  ,450.0,,Chargeback,cancelled,United States of America,Pickup,backorder ; wholesale,,,
ORD1236,2026/01/02 00:00:00,Alexandra Calderon,na,unknown@,541445 9692x2023,"0259 Sandoval Viaduct
Alexandrastad, MH 29856 ",Running Shoes (Pro),8,"89,99",USD 36.00,50.39,USD 9.99,$719.92,EUR,Chargeback,partial,United States of America,International,backorder|wholesale,,,2026/01/02 00:00:00
01237,02/01/2026,Daniel Nelson,36936,nathan06@example.org,2503965622,"524 Lee Row, Sparksfurt, VT 57696",Dumbbell Set 20kg,\t10,\t$45.00  ,45.00,15%,"0,00",(450.00),,Refunded,FULFILLED,US,International,"vip , wholesale , gift",,01237,
01238,  12-01-2025 00:00  ,Julie Barnes,CUST-148,LISA18@EXAMPLE.ORG,,"\t27910 Serrano Meadows
East Douglasburgh, NM 19588  ",DUMBBELL SET 20KG  ,10,45.0,45.0,$31.50,9.99,450.0,, Refunded,cancelled,\tUnited States ,Standard,"first-time,vip,backorder","Fragile, handle with care",,
1239,2026-01-11,"MD, Brian Taylor",63627,ruizdiane@example.net,(307)370-8916,null,Stainless Water Bottle,4 pcs,USD 15.50,(6.20),$4.34,\t$4.99 ,62.0,,  Unpaid,unfulfilled,USA,Pickup,backorder;gift,,,
   1240   ,12-15-2025 00:00,"Reynolds, Darlene",CUST-246,anthonyashley@example.org,890536 0673x911,"201 Jared Walk Suite 264
Christopherstad, OH 71045",Stainless Water Bottle,  7 ,$15.50,15%,(8.68),FREE,USD 108.50,,PAID,  cancelled  , US-CA  ,Local Delivery,backorder,!!!,   1240   ,12-15-2025 00:00
 1241 ,2026-01-04,Stephanie Young,24030,  thomasjohn@example.com ,485-234-6191x836,"3966 Jo Turnpike
Josefurt, DE 14827",Stainless Water Bottle,\t7.0 ,$15.50,0.0,$6.51,9.99,108.5,EUR,PAID,\tfulfilled ,usa,Pickup,first-time,,,
01242,18/01/2026,-,,KELLYHENDERSON@EXAMPLE.COM,663.700.0057x801,-,Stainless Water Bottle,1,USD 15.50,0.78,0.93,4.99,$15.50,,  Chargeback,partial  ,USA,Local Delivery,first-time ; backorder ; wholesale,!!!,,
ORD1243,01-09-2026 00:00,Melissa Alexander,63250,-,+1-434-245-3897x0561,"064 Amanda Stream Suite 977
Lake Timothy, WV 69534  ",Yoga Mat,9,$29.99,(40.49) ,21.59,$7.50,,,  Chargeback  ,\tFULFILLED, usa  ,  Standard ,,Leave at door,ORD1243,
1244-01,06/12/2025,Christopher Vasquez,CUST-582,hguzman@example.net,467.478.6253x18052,"8147 Figueroa Stravenue, North Stephanieton, NY 78523",Yoga Mat,4,(29.99),$0.00,10%,0,(119.96),,PAID, FULFILLED  ,  US,Express,first-time ; backorder ; vip,Call before delivery,,06/12/2025
01245,2026-01-12,\tJacob Powell ,99449,loganscott@example.org,370-254-9700,,Yoga Mat,10.0,(29.99),$44.98,20.99,$0.00,"299,90",US$,Paid,fulfilled,USA,  Pickup,"backorder , gift , first-time","\tFragile, handle with care  ",,
1246,07/12/2025,Matthew Burns,50964,,,"247 Wolfe Throughway Suite 412
Port Stephanie, MN 07536  ",WHEY PROTEIN,10,35.00,52.50,24.5,7.5,$350.00,usd,paid,unfulfilled,"California, US",Local Delivery,,Call before delivery,1246,
1247-01 ,11-28-2025 00:00,Kristina Harris,55543,owhite@example.org,883 840 3250x7200,"80297 Nichole Streets
North Ashley, OK 57512",YogaMat,3.0,29.99,10%,USD 5.40,FREE, 89.97 ,\tusd,Partially Refunded,fulfilled,usa,  Standard,"gift , first-time",,,
1248,2026-01-03,Nicholas Williams,CUST-965,jasonolson at example.com,353.944.8057x59376,"9017 Rebecca Port Apt. 069
Padillaside, RI 91421",Yoga Mat,05,29.99,\t0.0,USD 9.00,FREE,05,usd,PAID,FULFILLED,U S A,Local Delivery,first-time,Call before delivery,,2026-01-03
1249-01, 2025-12-13 ,  Jessica Morris,35988,nicholssarah@example.net,616-655-7424x08880,"5637 Jones Orchard
Lewisfort IL 55263",Running Shoes (Pro),5.0,89.99,$0.00,(27.00),$4.99 ,$449.95,USD,Paid,cancelled,"California, US",Express,,"Fragile, handle with care",1249-01,
ORD1250,2026-01-17, Jennifer Gordon, 93033,null,457.252.0217x329, ,Whey Protein,8.0,"35,00","28,00",, $7.50  ,280.0,US$,PAID,unfulfilled,United States,Local Delivery,gift;backorder,Call before delivery,,
ORD-1251,,Joseph Edwards,CUST-832,dperez@example.org,735.986.1926,"594 Alvarez Mews
Martineztown TN 86091",\trunning shoes (pro) ,  10-11 ,$89.99,45.0,(71.99),"9,99",899.9,\t  ,Chargeback,unfulfilled,US-CA,Local Delivery,wholesale ; backorder ; gift,!!!,,
 1252 ,12-09-2025 00:00,Bryan Ramirez,21259,michellewarner@example.org,(947)574-5742x9613," Unit 3097 Box 2759, DPO AA 65383  ",RUNNING SHOES (PRO),8,USD 89.99,$0.00,$50.39,FREE  ,(719.92),EUR,Chargeback,partial,U S A,Local Delivery, backorder|gift  ,Leave at door, 1252 ,12-09-2025 00:00
\tNULL,,Michael Rojas,CUST-467,sierrabishop@example.org,+1-434-780-4473x183," 2894 Leblanc Vista
Port Stacy, MP 27530 ",Yoga Mat, 08,  29.99  ,$23.99,"14,40 ",\t9.99  ,239.92,EUR,Partially Refunded,partial,"United States, CA",Standard,first-time ; vip,"Fragile, handle with care",,
#1254,2025-12-25,Troy Scott,62358,RAYMOND99@EXAMPLE.ORG,  (804)362-6457x7032  ,"9731 Casey Alley
Leonton, CA 41861",Running Shoes (Pro),  10.0  ,$89.99,,53.99,"7,50","\t899,90  ",USD,\tChargeback,unfulfilled,"California, US",International,backorder ; vip,,,
ORD-1255,2026-01-01,Dana Butler,83235,lindalawrence at example.net, ," 234 Rogers Meadows
East Richardville, AL 85215",Dumbbell Set 20kg,3,  USD 45.00  ,$13.50,USD 10.80,\t$4.99,"135,00",,Chargeback,fulfilled,U S A,International,"backorder , wholesale",Call before delivery,ORD-1255,
  1256-01 ,  unknown ,"\tWoodward, Lance  ",CUST-738,davidschaefer@example.org,327-290-1011x98452,"81369 Christopher Groves, Hollowaystad, HI 48700",WheyProtein,9,35.0,47.25,"22,05",,315.0,EUR,  paid,unfulfilled,"California, US",International,wholesale,"Fragile, handle with care",,  unknown 
1257-01,2025.12.30,Evan Kelly,,rodriguezdarius at example.org,(769)385-0509x1940,"94780 Dyer Fall Suite 424
Velazquezburgh, NC 79816",Yoga Mat,9-10,29.99,$0.00,$16.19,7.50 ,269.91,,Unpaid,\tFULFILLED ,"California, US",International,backorder ; first-time ; wholesale,!!!,,
ORD-1258,2026-01-11,Mr. Jeremy Hernandez,CUST-330,gilmoredarrell@example.org,4864407855,"769 Aaron Garden
South Kelsey, GA 67561",Yoga Mat,7-8,USD 29.99,0.00,"12,60",FREE,209.92999999999998,usd,Chargeback,FULFILLED,United States of America, Standard  ,vip/wholesale,Call before delivery,ORD-1258,
01259,2026/01/14 00:00:00,\tRebecca Li  ,50849,bryantrhonda at example.net,335.259.1401x16730,"  6324 Rojas Junctions Suite 809
West Tony, MP 51780  ",  Whey Protein  ,09,USD 35.00,31.5,18.90,7.5,315.0,,Unpaid,fulfilled,U S A,Local Delivery,wholesale,Call before delivery,,
01260,2025-12-11,Sarah Wilson,CUST-208,N/A,516-675-9872x312,"\t3461 Owens Extension
Michelleburgh, IN 41033  ",DUMBBELL SET 20KG,1,$45.00 ,4.5,,FREE,$45.00,US$,PAID,fulfilled,US-CA,Standard,gift/first-time,\tCall before delivery ,,2025-12-11
Order ID,Order Date,Customer Name,  Customer ID,Email,Phone,Address,\tProduct  ,Quantity,Unit Price,Discount,Tax,Shipping Cost,Total Price,Currency,Payment Status,Fulfillment Status,Shipping Country,Shipping Method,Order Tags,Notes,Order ID,
 1262,2025-12-17,Charles Escobar,  CUST-383  ,fowlerlaurie at example.org,001-823-204-5701x4846,"USCGC Bowman, FPO AE 79768",DumbbellSet20kg,3,45.0  ,15%,"9,45",9.99,  3, USD,Partially Refunded,cancelled,  U S A  ,International,"backorder , wholesale , first-time",,,
\t1263,2025-12-20,Amanda Kelley,89943,,\tnull ,"54357 Tran Village
North Taylorview, AR 12264",\tWhey Protein ,7,  35.0  ,$0.00,(19.60),0,\t245.0 ,EUR,Paid, unfulfilled ,United States of America,International,,,,
1264,unknown,Randall Robinson ,CUST-369,N/A ,(961)503-7931,-,Whey Protein,6,(35.00),USD 10.50,USD 12.60,0,  210.0  ,usd, Paid,FULFILLED,"United States, CA",International,backorder,"Fragile, handle with care",1264,unknown
01265,\t2026-01-21,Jason Thomas,CUST-746,user at mail.com,\t278.709.4269x90129  ,"8972 Paul Garden
West Leahville, PW 54028",Stainless Water Bottle,4 pcs,15.5,9.3,USD 4.96,(4.99),"62,00", ,Unpaid,unfulfilled,usa,Express,"backorder,vip  ",Call before delivery,,
1266-01,\t01-07-2026 00:00  ,Matthew Walker,31247,nichole35@example.net,(915)448-2129,"250 Anderson Street Suite 828
New Isaiahmouth, ND 48069",Running Shoes (Pro)  ,9,USD 89.99,80.99,\t48.59 ,4.99,"809,91",,Partially Refunded,fulfilled,U.S.A.,International,first-time;wholesale;gift,,,
 1267 ,04/01/2026,Lisa Gutierrez,70825,stevesmith@example.com,(651)817-0482,\t-,Yoga Mat,6,29.99,(0.00),"12,60",7.5,(179.94)  ,,Refunded,partial, usa  , International ,"wholesale , backorder",, 1267 ,
\t01268  ,12/01/2026,\tElizabeth Garrett, CUST-985 ,dawn63@example.com,  (430)692-1212x56659,"PSC 5042, Box 5786
APO AA 79162", Whey Protein,2.0,35.0,\t10.5,$4.20,9.99,USD 70.00,,PAID,fulfilled,"United States, CA",Express,wholesale;backorder,!!!,,12/01/2026
\tORD1269,05/01/2026, Christopher Baldwin, na  ,N/A,+1-720-470-8390x319,"12228 Williams Junction Suite 271, South Stephanie, ID 53977",Yoga Mat,9,29.99,13.50,$16.19,$0.00,269.91,,Refunded,partial,United States of America,Local Delivery,\tfirst-time;gift,Leave at door,,
ORD-1270,  2026/01/18 00:00:00,Denise Watkins,CUST-661,asosa@example.org,740.440.5225x19774,"USCGC Holmes, FPO AE 32277",Dumbbell Set 20kg,3.0,\tUSD 45.00 ,(0.00),$10.80,9.99,$135.00,USD,Chargeback,FULFILLED,United States,Express,first-time  ,,ORD-1270,
ORD-1271,2026/01/01 00:00:00," Green, Emily  ",CUST-529,  lauren67@example.net  ,(869)553-8057x17754, ,WheyProtein,2-3,35.0,USD 7.00,5.6,0,70.0,US$,Unpaid  ,unfulfilled,"United States, CA",Pickup, gift ,Leave at door,,
1272-01, 03/12/2025 ,Adam Miller PhD,56944 ,fhughes@example.net,001 978 945 1101x105,"78277 Jensen Groves
Lake Robinton DC 94627",Yoga Mat,10,29.99,29.99,23.99,7.5,  $299.90 ,usd,paid,cancelled,"United States, CA",Pickup,first-time,"Fragile, handle with care",, 03/12/2025 
1273,2026-01-06  ,Anthony Silva,26027,bfranco@example.com,987.564.3465x839," 2612 Michael Tunnel
New Meganborough, MT 29300  ",stainless water bottle,10-11,(15.50),7.75, 10.85 ,,USD 155.00,,Refunded,  FULFILLED  ,U.S.A.,  International  ,"wholesale , gift",Leave at door,1273,
1274-01,24/01/2026,Robert Smith, ,sheila52@example.org,(764)471-1337x9125,"681 Wood Roads Apt. 418
Toddchester, WI 26160",Wh3y Protein,4,$35.00,$21.00 ,8.4,4.99,,usd,Partially Refunded,cancelled,US,Local Delivery,,Leave at door,,
1275-01,,Nicole Wallace,CUST-275,williamconner@example.com,+1-373-327-3282x9236,"6566 Carter Gateway Apt. 107
South Bradview, AZ 51397",  RunningShoes(Pro) ,1,USD 89.99,10%,7.2,FREE,$89.99,USD,paid,partial,"California, US",Local Delivery,first-time|backorder|wholesale,,,
01276,01-21-2026 00:00,"Ayers, Shawn",  - ,copelandjesse@example.net,001-519-790-0474x69184,"756 David Extension, Loweview, TX 72122  ",Dumbbell Set 20kg,7-8,45.0,47.25,18.9,4.99,,  US$ ,Paid,partial,\tU.S.A.,International,vip,Leave at door,01276,01-21-2026 00:00
null, 18/12/2025  ,"Woods, Mary",CUST-354,wesleyclay at example.net,(863)758-9072x740,"19786 Vazquez Court Suite 251
Joannborough, HI 40669",Running Shoes (Pro),  3,89.99, 13.5 ,USD 21.60,(0.00),269.96999999999997,EUR,Unpaid,FULFILLED,United States of America,Standard,first-time,!!!,,
1278-01,\t2026/01/25 00:00:00 ,Sarah Silva,CUST-933, christianrichardson@example.com  ,  NULL  ,,Yoga Mat,1.0,29.99,3.0,(1.80),,29.99,, Refunded,fulfilled,\tUnited States,  International  ,,,,
 01279,2026-01-07,Matthew Rice,null,xwilson at example.com,NULL,"7412 Perez Center Apt. 917, Patriciaport, ID 90738",Running Sho3s (Pro),10-11  ,USD 89.99,\tUSD 134.98  ,10%,USD 0.00,, ,Unpaid,FULFILLED,US-CA,International,"backorder,gift",Leave at door, 01279,
ORD1280,,Cynthia George,CUST-484,unknown@,3048118950,"Unit 3746 Box 0529
DPO AP 37302", running shoes (pro),\t5.0  ,89.99,$67.49,USD 36.00  ,"0,00",$449.95,,Paid,FULFILLED,usa,Local Delivery,,,,
 1281 ,2026-01-03,Stephen Greene,17802,shawndavis at example.org,505.892.3458,"Unit 6523 Box 9105
DPO AA 03506",Stainless Water Bottle,10,$15.50,$15.50,  (9.30)  ,7.5,10,,\tPAID ,FULFILLED,\tU S A,Pickup,"first-time , wholesale , gift",Call before delivery,,
