order_id,order_date,customer_name,customer_id,email,phone,address,product,quantity,unit_price,discount,tax,shipping_cost,total_price,currency,payment_status,fulfillment_status,shipping_country,shipping_method,order_tags,notes,orderid,orderdate
1218,2026-01-26,Jacob Castaneda,CUST-340,kimberlymartin@example.com,,59573 Wells Divide Smithmouth MT 45873,Yoga Mat,7.0,29.99,20.99,16.79,4.99,209.93,USD,paid,unfulfilled,U.S.A.,Express,backorder;vip,,,
ORD1219,2026-01-11,"Diaz, Shannon",65888,qgomez at example.com,,"4812 Michael Run Apt. 852 Lake Anthony, AL 08049",Whey Protein,9.0,35.0,-47.25,18.9,0.0,315.0,,paid,fulfilled,"California, US",Express,gift;backorder;vip,,ORD1219,
1221,2026-01-16,Justin Curtis,73422,jennifer77@example.org,16067042653,"PSC 8774, Box 0158 APO AE 97910",Stainless Water Bottle,1.0,15.5,0.0,0.1,0.0,15.5,,paid,partial,USA,Standard,backorder;wholesale;gift,Call before delivery,,
ORD-1222,,Brittany Carter,74926,dbridges@example.org,8753394466,"47309 Jill Junction West Alexander, GU 95038",Running Shoes (Pro),6.0,89.99,53.99,37.8,9.99,539.9399999999999,USD,paid,fulfilled,USA,Express,vip,Leave at door,ORD-1222,
1223,2025-11-30,"Mills, David",62547,jasonatkins@example.com,,"474 Alison Vista Apt. 657 Lake Nathan, VI 14655",Running Shoes (Pro),5.0,89.99,0.0,27.0,9.99,449.95,,paid,fulfilled,U.S.A.,Pickup,gift;first-time;backorder,"Fragile, handle with care",,
1224-01,2025-12-21,Cynthia Johnson,,murphyashley@example.org,5702375590249,"314 Tina Parkway Ruizville, FL 77534",Running Shoes (Pro),3.5,89.99,40.5,16.2,9.99,269.97,USD,partially refunded,fulfilled,"California, US",Pickup,first-time;wholesale,Leave at door,,2025-12-21
1225,,Russell Lloyd,CUST-321,rmack@example.org,4533984412,"1471 William Locks Suite 068 Stevestad, WI 22632",DUMBBELL SET 20KG,10.0,45.0,67.5,,4.99,450.0,EUR,chargeback,fulfilled,"United States, CA",Standard,,Call before delivery,1225,
1226-01,2025-12-17,"Matthews, Jesse",CUST-286,,183248944373184,"352 Powell Fords Kimberlyfort, PR 82886",Stainless Water Bottle,7.5,-15.5,0.0,6.51,0.0,108.5,EUR,refunded,cancelled,"United States, CA",International,gift;vip,,,
ORD1227,,Lisa Moreno,-,bruce43 at example.org,4096810086725,"511 Kenneth Heights, South Traci, NC 28603",Wh3y Protein,4.0,35.0,14.0,9.8,,140.0,USD,partially refunded,unfulfilled,USA,Local Delivery,backorder;first-time;gift,Leave at door,,
ORD1228,,Leah Young,34974,thomaskathleen@example.com,9102587704085,"720 Zimmerman Fords Suite 599 Brownshire, OK 82762",Dumbbell Set 20kg,5.0,45.0,33.75,13.5,7.5,225.0,,unpaid,partial,USA,Standard,vip;wholesale,Leave at door,ORD1228,
ORD1229,2025-12-11,Jerry Fernandez,19756,,22872595612755,"693 Hernandez Dale, West Veronica, MH 78399",Stainless Water Bottle,6.0,15.5,9.3,5.58,7.5,93.0,EUR,partially refunded,partial,U.S.A.,Express,first-time;wholesale;backorder,Leave at door,,
1230,2025-12-20,Courtney Owens,84698,iwiley@example.org,76352776549776,"2484 Bird Orchard Lopezport, UT 29792",YogaMat,5.0,-29.99,22.49,0.15,7.5,149.95,USD,refunded,fulfilled,United States of America,Pickup,backorder,,,
1231,2025-12-31,Robert Chavez,CUST-195,danielle68@example.net,8825764420,"704 Wilson Camp Bryanview, MO 21481",YogaMat,4.0,29.99,6.0,8.4,,4.0,USD,paid,cancelled,US-CA,Local Delivery,vip,"Fragile, handle with care",1231,
01232,2026-01-03,Wayne Jones,CUST-846,unknown@,,"848 Steven Shoal West James, AS 35837",Whey Protein,1.0,35.0,3.5,2.45,,35.0,USD,unpaid,unfulfilled,U.S.A.,Standard,first-time,"Fragile, handle with care",,2026-01-03
01233,2025-12-01,Andre Jones,CUST-120,ibrown@example.org,0017158336118,,running shoes (pro),10.0,89.99,0.0,71.99,4.99,899.9,USD,paid,cancelled,US,Standard,,!!!,,
ORD-1234,2025-12-06,Mike Scott,CUST-886,,8643674242688,,YogaMat,2.0,29.99,6.0,4.8,,59.98,EUR,paid,cancelled,United States of America,Standard,vip,!!!,ORD-1234,
1235,2025-12-06,Bailey Esparza,64822,james16@example.net,9426632350175,,dumbbell set 20kg,10.0,45.0,45.0,27.0,,450.0,,chargeback,cancelled,United States of America,Pickup,backorder;wholesale,,,
ORD1236,2026-01-02,Alexandra Calderon,,unknown@,54144596922023,"0259 Sandoval Viaduct Alexandrastad, MH 29856",Running Shoes (Pro),8.0,89.99,36.0,50.39,9.99,719.92,EUR,chargeback,partial,United States of America,International,backorder;wholesale,,,2026-01-02
01237,2026-02-01,Daniel Nelson,36936,nathan06@example.org,2503965622,"524 Lee Row, Sparksfurt, VT 57696",Dumbbell Set 20kg,10.0,45.0,45.0,0.15,0.0,-450.0,,refunded,fulfilled,US,International,vip;wholesale;gift,,01237,
01238,2025-12-01,Julie Barnes,CUST-148,lisa18@example.org,,"27910 Serrano Meadows East Douglasburgh, NM 19588",DUMBBELL SET 20KG,10.0,45.0,45.0,31.5,9.99,450.0,,refunded,cancelled,United States,Standard,first-time;vip;backorder,"Fragile, handle with care",,
1239,2026-01-11,"Md, Brian Taylor",63627,ruizdiane@example.net,3073708916,,Stainless Water Bottle,4.0,15.5,-6.2,4.34,4.99,62.0,,unpaid,unfulfilled,USA,Pickup,backorder;gift,,,
1240,2025-12-15,"Reynolds, Darlene",CUST-246,anthonyashley@example.org,8905360673911,"201 Jared Walk Suite 264 Christopherstad, OH 71045",Stainless Water Bottle,7.0,15.5,0.15,-8.68,,108.5,,paid,cancelled,US-CA,Local Delivery,backorder,!!!,1240,2025-12-15
1241,2026-01-04,Stephanie Young,24030,thomasjohn@example.com,4852346191836,"3966 Jo Turnpike Josefurt, DE 14827",Stainless Water Bottle,7.0,15.5,0.0,6.51,9.99,108.5,EUR,paid,fulfilled,usa,Pickup,first-time,,,
01242,2026-01-18,,,kellyhenderson@example.com,6637000057801,,Stainless Water Bottle,1.0,15.5,0.78,0.93,4.99,15.5,,chargeback,partial,USA,Local Delivery,first-time;backorder;wholesale,!!!,,
ORD1243,2026-01-09,Melissa Alexander,63250,,143424538970561,"064 Amanda Stream Suite 977 Lake Timothy, WV 69534",Yoga Mat,9.0,29.99,-40.49,21.59,7.5,,,chargeback,fulfilled,usa,Standard,,Leave at door,ORD1243,
1244-01,2025-06-12,Christopher Vasquez,CUST-582,hguzman@example.net,467478625318052,"8147 Figueroa Stravenue, North Stephanieton, NY 78523",Yoga Mat,4.0,-29.99,0.0,0.1,0.0,-119.96,,paid,fulfilled,US,Express,first-time;backorder;vip,Call before delivery,,2025-06-12
01245,2026-01-12,Jacob Powell,99449,loganscott@example.org,3702549700,,Yoga Mat,10.0,-29.99,44.98,20.99,0.0,299.9,US$,paid,fulfilled,USA,Pickup,backorder;gift;first-time,"Fragile, handle with care",,
1246,2025-07-12,Matthew Burns,50964,,,"247 Wolfe Throughway Suite 412 Port Stephanie, MN 07536",WHEY PROTEIN,10.0,35.0,52.5,24.5,7.5,350.0,USD,paid,unfulfilled,"California, US",Local Delivery,,Call before delivery,1246,
1247-01,2025-11-28,Kristina Harris,55543,owhite@example.org,88384032507200,"80297 Nichole Streets North Ashley, OK 57512",YogaMat,3.0,29.99,0.1,5.4,,89.97,USD,partially refunded,fulfilled,usa,Standard,gift;first-time,,,
1248,2026-01-03,Nicholas Williams,CUST-965,jasonolson at example.com,353944805759376,"9017 Rebecca Port Apt. 069 Padillaside, RI 91421",Yoga Mat,5.0,29.99,0.0,9.0,,5.0,USD,paid,fulfilled,U S A,Local Delivery,first-time,Call before delivery,,2026-01-03
1249-01,2025-12-13,Jessica Morris,35988,nicholssarah@example.net,616655742408880,5637 Jones Orchard Lewisfort IL 55263,Running Shoes (Pro),5.0,89.99,0.0,-27.0,4.99,449.95,USD,paid,cancelled,"California, US",Express,,"Fragile, handle with care",1249-01,
ORD1250,2026-01-17,Jennifer Gordon,93033,,4572520217329,,Whey Protein,8.0,35.0,28.0,,7.5,280.0,US$,paid,unfulfilled,United States,Local Delivery,gift;backorder,Call before delivery,,
ORD-1251,,Joseph Edwards,CUST-832,dperez@example.org,7359861926,594 Alvarez Mews Martineztown TN 86091,running shoes (pro),10.5,89.99,45.0,-71.99,9.99,899.9,,chargeback,unfulfilled,US-CA,Local Delivery,wholesale;backorder;gift,!!!,,
1252,2025-12-09,Bryan Ramirez,21259,michellewarner@example.org,94757457429613,"Unit 3097 Box 2759, DPO AA 65383",RUNNING SHOES (PRO),8.0,89.99,0.0,50.39,,-719.92,EUR,chargeback,partial,U S A,Local Delivery,backorder;gift,Leave at door,1252,2025-12-09
NULL,,Michael Rojas,CUST-467,sierrabishop@example.org,14347804473183,"2894 Leblanc Vista Port Stacy, MP 27530",Yoga Mat,8.0,29.99,23.99,14.4,9.99,239.92,EUR,partially refunded,partial,"United States, CA",Standard,first-time;vip,"Fragile, handle with care",,
#1254,2025-12-25,Troy Scott,62358,raymond99@example.org,80436264577032,"9731 Casey Alley Leonton, CA 41861",Running Shoes (Pro),10.0,89.99,,53.99,7.5,899.9,USD,chargeback,unfulfilled,"California, US",International,backorder;vip,,,
ORD-1255,2026-01-01,Dana Butler,83235,lindalawrence at example.net,,"234 Rogers Meadows East Richardville, AL 85215",Dumbbell Set 20kg,3.0,45.0,13.5,10.8,4.99,135.0,,chargeback,fulfilled,U S A,International,backorder;wholesale,Call before delivery,ORD-1255,
1256-01,,"Woodward, Lance",CUST-738,davidschaefer@example.org,327290101198452,"81369 Christopher Groves, Hollowaystad, HI 48700",WheyProtein,9.0,35.0,47.25,22.05,,315.0,EUR,paid,unfulfilled,"California, US",International,wholesale,"Fragile, handle with care",,
1257-01,2025-12-30,Evan Kelly,,rodriguezdarius at example.org,76938505091940,"94780 Dyer Fall Suite 424 Velazquezburgh, NC 79816",Yoga Mat,9.5,29.99,0.0,16.19,7.5,269.91,,unpaid,fulfilled,"California, US",International,backorder;first-time;wholesale,!!!,,
ORD-1258,2026-01-11,Mr. Jeremy Hernandez,CUST-330,gilmoredarrell@example.org,4864407855,"769 Aaron Garden South Kelsey, GA 67561",Yoga Mat,7.5,29.99,0.0,12.6,,209.93,USD,chargeback,fulfilled,United States of America,Standard,vip;wholesale,Call before delivery,ORD-1258,
01259,2026-01-14,Rebecca Li,50849,bryantrhonda at example.net,335259140116730,"6324 Rojas Junctions Suite 809 West Tony, MP 51780",Whey Protein,9.0,35.0,31.5,18.9,7.5,315.0,,unpaid,fulfilled,U S A,Local Delivery,wholesale,Call before delivery,,
01260,2025-12-11,Sarah Wilson,CUST-208,,5166759872312,"3461 Owens Extension Michelleburgh, IN 41033",DUMBBELL SET 20KG,1.0,45.0,4.5,,,45.0,US$,paid,fulfilled,US-CA,Standard,gift;first-time,Call before delivery,,2025-12-11
1262,2025-12-17,Charles Escobar,CUST-383,fowlerlaurie at example.org,00182320457014846,"USCGC Bowman, FPO AE 79768",DumbbellSet20kg,3.0,45.0,0.15,9.45,9.99,3.0,USD,partially refunded,cancelled,U S A,International,backorder;wholesale;first-time,,,
1263,2025-12-20,Amanda Kelley,89943,,null,"54357 Tran Village North Taylorview, AR 12264",Whey Protein,7.0,35.0,0.0,-19.6,0.0,245.0,EUR,paid,unfulfilled,United States of America,International,,,,
1264,,Randall Robinson,CUST-369,,9615037931,,Whey Protein,6.0,-35.0,10.5,12.6,0.0,210.0,USD,paid,fulfilled,"United States, CA",International,backorder,"Fragile, handle with care",1264,
01265,2026-01-21,Jason Thomas,CUST-746,user at mail.com,278709426990129,"8972 Paul Garden West Leahville, PW 54028",Stainless Water Bottle,4.0,15.5,9.3,4.96,-4.99,62.0,,unpaid,unfulfilled,usa,Express,backorder;vip,Call before delivery,,
1266-01,2026-01-07,Matthew Walker,31247,nichole35@example.net,9154482129,"250 Anderson Street Suite 828 New Isaiahmouth, ND 48069",Running Shoes (Pro),9.0,89.99,80.99,48.59,4.99,809.91,,partially refunded,fulfilled,U.S.A.,International,first-time;wholesale;gift,,,
1267,2026-04-01,Lisa Gutierrez,70825,stevesmith@example.com,6518170482,-,Yoga Mat,6.0,29.99,-0.0,12.6,7.5,-179.94,,refunded,partial,usa,International,wholesale;backorder,,1267,
01268,2026-12-01,Elizabeth Garrett,CUST-985,dawn63@example.com,430692121256659,"PSC 5042, Box 5786 APO AA 79162",Whey Protein,2.0,35.0,10.5,4.2,9.99,70.0,,paid,fulfilled,"United States, CA",Express,wholesale;backorder,!!!,,2026-12-01
ORD1269,2026-05-01,Christopher Baldwin,,,17204708390319,"12228 Williams Junction Suite 271, South Stephanie, ID 53977",Yoga Mat,9.0,29.99,13.5,16.19,0.0,269.91,,refunded,partial,United States of America,Local Delivery,first-time;gift,Leave at door,,
ORD-1270,2026-01-18,Denise Watkins,CUST-661,asosa@example.org,740440522519774,"USCGC Holmes, FPO AE 32277",Dumbbell Set 20kg,3.0,45.0,-0.0,10.8,9.99,135.0,USD,chargeback,fulfilled,United States,Express,first-time,,ORD-1270,
ORD-1271,2026-01-01,"Green, Emily",CUST-529,lauren67@example.net,869553805717754,,WheyProtein,2.5,35.0,7.0,5.6,0.0,70.0,US$,unpaid,unfulfilled,"United States, CA",Pickup,gift,Leave at door,,
1272-01,2025-03-12,Adam Miller Phd,56944,fhughes@example.net,0019789451101105,78277 Jensen Groves Lake Robinton DC 94627,Yoga Mat,10.0,29.99,29.99,23.99,7.5,299.9,USD,paid,cancelled,"United States, CA",Pickup,first-time,"Fragile, handle with care",,2025-03-12
1273,2026-01-06,Anthony Silva,26027,bfranco@example.com,9875643465839,"2612 Michael Tunnel New Meganborough, MT 29300",stainless water bottle,10.5,-15.5,7.75,10.85,,155.0,,refunded,fulfilled,U.S.A.,International,wholesale;gift,Leave at door,1273,
1274-01,2026-01-24,Robert Smith,,sheila52@example.org,76447113379125,"681 Wood Roads Apt. 418 Toddchester, WI 26160",Wh3y Protein,4.0,35.0,21.0,8.4,4.99,,USD,partially refunded,cancelled,US,Local Delivery,,Leave at door,,
1275-01,,Nicole Wallace,CUST-275,williamconner@example.com,137332732829236,"6566 Carter Gateway Apt. 107 South Bradview, AZ 51397",RunningShoes(Pro),1.0,89.99,0.1,7.2,,89.99,USD,paid,partial,"California, US",Local Delivery,first-time;backorder;wholesale,,,
01276,2026-01-21,"Ayers, Shawn",,copelandjesse@example.net,001519790047469184,"756 David Extension, Loweview, TX 72122",Dumbbell Set 20kg,7.5,45.0,47.25,18.9,4.99,,US$,paid,partial,U.S.A.,International,vip,Leave at door,01276,2026-01-21
,2025-12-18,"Woods, Mary",CUST-354,wesleyclay at example.net,8637589072740,"19786 Vazquez Court Suite 251 Joannborough, HI 40669",Running Shoes (Pro),3.0,89.99,13.5,21.6,-0.0,269.97,EUR,unpaid,fulfilled,United States of America,Standard,first-time,!!!,,
1278-01,2026-01-25,Sarah Silva,CUST-933,christianrichardson@example.com,,,Yoga Mat,1.0,29.99,3.0,-1.8,,29.99,,refunded,fulfilled,United States,International,,,,
01279,2026-01-07,Matthew Rice,,xwilson at example.com,,"7412 Perez Center Apt. 917, Patriciaport, ID 90738",Running Sho3s (Pro),10.5,89.99,134.98,0.1,0.0,,,unpaid,fulfilled,US-CA,International,backorder;gift,Leave at door,01279,
ORD1280,,Cynthia George,CUST-484,unknown@,3048118950,Unit 3746 Box 0529 DPO AP 37302,running shoes (pro),5.0,89.99,67.49,36.0,0.0,449.95,,paid,fulfilled,usa,Local Delivery,,,,
1281,2026-01-03,Stephen Greene,17802,shawndavis at example.org,5058923458,Unit 6523 Box 9105 DPO AA 03506,Stainless Water Bottle,10.0,15.5,15.5,-9.3,7.5,10.0,,paid,fulfilled,U S A,Pickup,first-time;wholesale;gift,Call before delivery,,
ORD1282,2025-12-20,Laura Brown,22499,cynthia34@example.com,19232779437029,"USS Branch, FPO AA 92879",Running Shoes (Pro),1.0,89.99,4.5,5.4,,89.99,USD,chargeback,partial,U.S.A.,International,,Leave at door,ORD1282,
#1283,2025-12-03,Lindsay Alvarez,,levijoseph@example.com,8476389294,"2240 Ramos Expressway, Jasonmouth, NC 44213",Dumbbell Set 20kg,9.0,45.0,40.5,32.4,,-405.0,US$,paid,fulfilled,"United States, CA",Standard,backorder,!!!,,
,2025-12-30,Manuel Gordon,CUST-261,timothy86@example.com,466686634155269,"PSC 4112, Box 3437 APO AP 17800",Yoga Mat,9.0,29.99,13.5,21.59,,269.91,US$,chargeback,unfulfilled,usa,Pickup,gift;vip,Call before delivery,,2025-12-30
1285-01,2025-11-28,Tracy Collins,CUST-845,unknown@,2322046694,870 Nancy Avenue Suite 996 South Joshuamouth PA 04830,Yoga Mat,2.0,29.99,,4.8,7.5,59.98,,unpaid,unfulfilled,U.S.A.,Standard,,,1285-01,
01286,2025-12-17,Erica Gray,46975,kimberlyhood@example.net,,"505 Young Glens South Wendy, MO 63969",Whey Protein,5.0,35.0,26.25,10.5,7.5,175.0,USD,refunded,unfulfilled,United States of America,Express,vip;backorder;first-time,!!!,,
01287,2025-12-29,Peter Harris,CUST-841,walshpamela@example.net,2213829384522,"062 Reyes Turnpike Lake Jameshaven, FM 86280",whey protein,10.0,35.0,35.0,0.2,9.99,350.0,USD,paid,unfulfilled,US,International,wholesale,Leave at door,,
1288,2026-01-03,Dillon Sullivan,34265,zachary51@example.net,56151650149760,"44113 Jackson Ridge Suite 776 New Melissa, KY 80160",RUNNING SHOES (PRO),3.0,89.99,0.0,-21.6,7.5,269.97,EUR,paid,cancelled,United States of America,Standard,gift;vip;wholesale,Leave at door,1288,2026-01-03
1289,2025-12-02,Keith Good,CUST-750,normaprice@example.com,57925482842131,"167 Miller Crest Davidborough, SC 55176",Whey Protein,9.0,35.0,15.75,22.05,9.99,9.0,USD,paid,cancelled,U.S.A.,Local Delivery,,,,
ORD1290,2025-12-09,Sherry Smith,CUST-152,,2548488887,62215 Reyes Plaza Apt. 074 South Rachel NM 34592,whey protein,10.0,-35.0,17.5,28.0,0.0,350.0,USD,unpaid,fulfilled,U.S.A.,International,gift,,,
1291,2026-01-09,Stephanie Diaz,CUST-922,ewright at example.net,2106683824,"66946 Daniel Mountains Suite 924 East Mary, WI 45302",DumbbellSet20kg,3.0,45.0,,0.05,7.5,135.0,USD,chargeback,fulfilled,"United States, CA",International,,,1291,
1292,2025-12-31,Samantha Fields,CUST-315,browningcorey@example.org,1358509024455279,"01513 Olivia Valleys Apt. 049 North Tiffany, MI 08294",Running Shoes (Pro),3.0,89.99,-13.5,21.6,9.99,269.97,USD,paid,fulfilled,U.S.A.,International,vip;wholesale,Call before delivery,,2025-12-31
1293,,Samantha Mann,13541,matthew40@example.com,0019507739346305,00740 Ward Village Suite 598 Nunezmouth PW 74235,DumbbellSet20kg,2.0,45.0,13.5,,0.0,90.0,EUR,unpaid,cancelled,USA,Pickup,wholesale;backorder;first-time,!!!,,
1294-01,2025-12-26,Michelle Carpenter,68923,crystal08@example.org,8869323699,"662 Lang Vista Apt. 517 South Eric, MD 20440",Stainless Water Bottle,4.0,15.5,9.3,0.2,9.99,62.0,USD,partially refunded,fulfilled,"California, US",Local Delivery,gift,,1294-01,
#1295,,Leah Luna,CUST-740,nicholaswhite at example.com,2933278499,"98935 Chung Curve Rushchester, CO 42434",Stainless Water Bottle,5.0,15.5,7.75,5.43,,77.5,US$,paid,cancelled,usa,International,gift;first-time,Call before delivery,,
01296,2026-01-18,"Johnson, Angel",,matthew37 at example.com,0014235150982,"580 Nguyen Ville Suite 366 North Melissa, MN 81821",Running Shoes (Pro),6.0,89.99,0.15,43.2,4.99,539.94,,paid,cancelled,US-CA,International,backorder;wholesale,!!!,,2026-01-18
01297,2026-01-01,"Hall, Antonio",CUST-146,johnsondavid@example.org,8972972126,"27721 Williams Trail Perezberg, FM 72252",Bottle Steel,7.0,15.5,0.0,7.6,0.0,108.5,USD,paid,fulfilled,US-CA,Express,,Leave at door,01297,
ORD1298,2025-12-24,"James, James",CUST-322,umoore@example.net,189488396849265,,DumbbellSet20kg,6.0,45.0,13.5,18.9,0.0,270.0,,chargeback,fulfilled,usa,Pickup,first-time,Call before delivery,,
ORD-1299,,Belinda Carter,CUST-901,david23@example.org,6156504589,"725 Zachary Curve Suite 464 Lake Bradley, PR 66409",WHEY PROTEIN,5.0,35.0,0.05,0.1,4.99,175.0,EUR,paid,fulfilled,U S A,International,first-time,Call before delivery,,
#1083,2025-12-04,Brandi Hudson,CUST-429,christy21@example.com,9206010140,"63874 Wilson Turnpike Apt. 760, Larryborough, VI 16543",Running Shoes (Pro),8.0,89.99,0.1,43.2,4.99,719.92,USD,unpaid,partial,USA,Express,vip;wholesale;backorder,,#1083,2025-12-04
ORD1084,,Nathan Gill,CUST-645,pblankenship@example.org,00175252511677735,"84626 Ashley Skyway Suite 393 Reyesbury, KY 23898",Stainless Water Bottle,1.0,-15.5,2.32,0.93,9.99,15.5,USD,partially refunded,unfulfilled,U.S.A.,Express,backorder;gift,!!!,,
ORD-1053,,Jason Cook,CUST-420,raymondhorn@example.org,0017528940716,"6002 Maureen Views Suite 406 Ashleyview, CO 53713",running shoes (pro),2.5,89.99,0.2,10.8,7.5,179.98,,partially refunded,cancelled,US-CA,Local Delivery,first-time,!!!,,
ORD1206,2025-05-12,,20482,xwilliams@example.net,3756805077,,Yoga Mat,4.0,29.99,0.0,8.4,0.0,119.96,EUR,partially refunded,unfulfilled,USA,Standard,first-time,"Fragile, handle with care",ORD1206,
ORD-1166,,Crystal Mack,CUST-595,user at mail.com,7115558911,"10620 Austin Camp, Johnchester, MS 06327",Yoga Mat,1.0,29.99,1.5,2.4,4.99,29.99,US$,partially refunded,partial,U.S.A.,International,backorder;wholesale;first-time,"Fragile, handle with care",,
01212,2027-12-23,Brian Butler,CUST-851,michael52@example.com,5526818248,,Yoga Mat,9.5,29.99,0.0,16.19,7.5,269.91,,partially refunded,cancelled,"California, US",Standard,,!!!,,
01136,2026-01-22,Richard Sandoval,CUST-281,heatherturner@example.net,,"59976 Brandt Mount Charlotteville, MS 52987",running shoes (pro),8.0,89.99,36.0,,4.99,719.92,US$,partially refunded,fulfilled,usa,Standard,first-time;vip;gift,"Fragile, handle with care",01136,
1139-01,2026-07-01,Bethany Jones,CUST-657,,3329137391,"723 Robert Crossing Melissaville, HI 27317",Yoga Mat,5.5,29.99,7.5,12.0,4.99,149.95,EUR,refunded,partial,"California, US",International,gift;first-time;wholesale,"Fragile, handle with care",,
,2025-04-12,Yvonne Tucker,CUST-367,lisa28 at example.net,00197187672220785,976 Hernandez Plaza Danielland WY 01092,Whey Protein,4.0,35.0,21.0,8.4,7.5,140.0,USD,partially refunded,unfulfilled,US-CA,International,,Leave at door,,2025-04-12
ORD-1077,2026-01-16,Beverly Nelson,CUST-123,unknown@,92487674098664,"3188 Flores Valleys Apt. 011 North Daniel, IN 55193",Running Shoes (Pro),6.5,89.99,0.0,37.8,4.99,539.9399999999999,USD,partially refunded,unfulfilled,"United States, CA",International,gift;wholesale;first-time,,ORD-1077,
